subject_id,wave,like_sports,like_tvsports,like_exercise,like_food,like_museums,like_art,like_hiking,like_gaming,like_clubbing,like_reading,like_tv,like_theater,like_movies,like_concerts,like_music,like_shopping,like_yoga,subjective_attractiveness,subjective_sincerity,subjective_intelligence,subjective_fun,subjective_ambition,objective_attractiveness,objective_sincerity,objective_intelligence,objective_fun,objective_ambition
240,10,10.0,10.0,9.0,10.0,10.0,8.0,9.0,14.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,8.0,3.0,5.0,6.0,3.0,5.0,3.0,3.0,4.0
241,10,8.0,1.0,5.0,7.0,7.0,7.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,6.0,7.0,6.0,3.0,8.0,10.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0
242,10,6.0,5.0,5.0,8.0,10.0,10.0,9.0,4.0,9.0,10.0,1.0,9.0,10.0,10.0,10.0,1.0,8.0,7.0,9.0,8.0,7.0,4.0,7.0,9.0,8.0,7.0,8.0
243,10,7.0,2.0,7.0,9.0,5.0,8.0,5.0,7.0,3.0,9.0,5.0,5.0,9.0,8.0,8.0,6.0,2.0,7.0,9.0,9.0,8.0,5.0,7.0,8.0,9.0,6.0,6.0
244,10,5.0,2.0,10.0,8.0,6.0,4.0,9.0,1.0,3.0,13.0,9.0,8.0,9.0,3.0,4.0,3.0,1.0,7.0,10.0,10.0,7.0,10.0,7.0,9.0,10.0,8.0,9.0
245,10,3.0,1.0,2.0,6.0,7.0,8.0,4.0,8.0,6.0,9.0,2.0,7.0,8.0,6.0,6.0,1.0,6.0,5.0,7.0,8.0,6.0,7.0,6.0,7.0,9.0,7.0,6.0
246,10,6.0,5.0,5.0,7.0,5.0,5.0,3.0,2.0,6.0,8.0,8.0,9.0,9.0,8.0,9.0,5.0,2.0,7.0,8.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,4.0
247,10,5.0,4.0,7.0,1.0,3.0,2.0,9.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,6.0,5.0,10.0,8.0,2.0,4.0,3.0,8.0,6.0,2.0,3.0
248,10,7.0,1.0,8.0,7.0,5.0,1.0,8.0,6.0,8.0,6.0,3.0,7.0,7.0,4.0,7.0,6.0,1.0,5.0,6.0,8.0,8.0,8.0,5.0,8.0,6.0,8.0,7.0
249,10,7.0,9.0,1.0,10.0,8.0,6.0,1.0,1.0,6.0,10.0,7.0,3.0,8.0,8.0,5.0,4.0,1.0,7.0,9.0,10.0,7.0,7.0,7.0,9.0,10.0,7.0,7.0
250,10,7.0,2.0,8.0,10.0,10.0,10.0,6.0,1.0,2.0,10.0,1.0,9.0,9.0,10.0,10.0,6.0,5.0,10.0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0
251,10,7.0,6.0,1.0,6.0,8.0,8.0,5.0,8.0,4.0,9.0,7.0,6.0,9.0,6.0,8.0,2.0,3.0,8.0,10.0,10.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0
252,11,4.0,3.0,3.0,8.0,7.0,6.0,7.0,4.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,10.0,9.0,10.0,8.0,7.0,7.0
253,11,5.0,3.0,5.0,8.0,10.0,10.0,6.0,1.0,6.0,10.0,7.0,7.0,10.0,7.0,7.0,7.0,3.0,8.0,10.0,8.0,9.0,7.0,8.0,10.0,9.0,9.0,9.0
254,11,8.0,2.0,6.0,10.0,9.0,9.0,8.0,1.0,7.0,9.0,8.0,9.0,9.0,7.0,7.0,7.0,8.0,8.0,7.0,10.0,8.0,8.0,7.0,6.0,10.0,9.0,9.0
255,11,6.0,8.0,9.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,7.0,7.0,8.0,8.0,9.0,1.0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
256,11,5.0,3.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,5.0,8.0,6.0,8.0,8.0,8.0,9.0,3.0,6.0,9.0,8.0,6.0,6.0,7.0,7.0,8.0,6.0,7.0
257,11,7.0,1.0,6.0,9.0,10.0,10.0,10.0,3.0,4.0,10.0,2.0,5.0,10.0,10.0,10.0,4.0,10.0,7.0,9.0,9.0,7.0,10.0,6.0,9.0,9.0,7.0,10.0
258,11,9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.0,6.0,6.0,2.0,6.0,10.0,9.0,8.0,5.0,6.0,10.0,8.0,7.0,6.0
259,11,8.0,3.0,7.0,8.0,7.0,7.0,4.0,2.0,7.0,8.0,6.0,7.0,7.0,5.0,7.0,5.0,6.0,7.0,9.0,8.0,8.0,9.0,7.0,6.0,8.0,8.0,9.0
260,11,9.0,6.0,7.0,9.0,5.0,5.0,6.0,2.0,3.0,9.0,6.0,7.0,7.0,9.0,9.0,5.0,3.0,6.0,9.0,9.0,7.0,6.0,6.0,9.0,9.0,7.0,9.0
261,11,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,5.0,8.0,7.0,7.0,8.0,5.0,8.0,8.0,6.0,9.0
262,11,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,6.0,10.0,9.0,5.0,3.0,6.0,10.0,9.0,4.0,5.0
263,11,1.0,1.0,1.0,5.0,7.0,7.0,7.0,1.0,3.0,9.0,4.0,7.0,7.0,7.0,8.0,9.0,6.0,8.0,8.0,8.0,8.0,5.0,8.0,7.0,10.0,9.0,8.0
264,11,7.0,1.0,7.0,5.0,7.0,8.0,6.0,1.0,5.0,9.0,7.0,4.0,8.0,2.0,6.0,2.0,1.0,8.0,7.0,9.0,8.0,5.0,8.0,7.0,9.0,8.0,6.0
265,11,2.0,9.0,8.0,8.0,7.0,8.0,2.0,1.0,2.0,10.0,6.0,7.0,10.0,8.0,9.0,2.0,1.0,7.0,9.0,10.0,7.0,10.0,6.0,10.0,10.0,4.0,7.0
266,11,5.0,4.0,5.0,4.0,7.0,8.0,8.0,1.0,6.0,5.0,1.0,4.0,10.0,6.0,7.0,2.0,6.0,8.0,8.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,5.0
267,11,4.0,8.0,5.0,9.0,7.0,6.0,4.0,7.0,8.0,3.0,9.0,5.0,9.0,4.0,9.0,10.0,2.0,7.0,6.0,7.0,5.0,7.0,6.0,6.0,7.0,6.0,5.0
268,11,8.0,6.0,6.0,5.0,4.0,3.0,6.0,5.0,5.0,8.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,7.0,8.0
269,11,4.0,1.0,8.0,8.0,8.0,10.0,7.0,3.0,1.0,10.0,3.0,6.0,6.0,6.0,9.0,4.0,2.0,8.0,8.0,8.0,6.0,7.0,7.0,6.0,7.0,4.0,8.0
270,11,8.0,4.0,6.0,9.0,8.0,7.0,8.0,4.0,6.0,9.0,2.0,7.0,5.0,6.0,7.0,6.0,4.0,5.0,4.0,8.0,7.0,6.0,5.0,5.0,8.0,7.0,5.0
271,11,8.0,7.0,10.0,9.0,10.0,10.0,5.0,5.0,6.0,7.0,7.0,9.0,9.0,9.0,8.0,9.0,5.0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
272,11,6.0,7.0,10.0,10.0,9.0,8.0,7.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,8.0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
273,11,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,7.0,10.0,7.0,5.0,7.0,6.0,9.0,9.0,6.0,8.0
274,11,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,7.0,7.0,9.0,10.0,9.0,7.0,8.0,9.0,9.0,8.0
275,11,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,10.0,7.0,10.0,6.0,10.0,9.0,6.0,10.0,5.0,10.0
276,11,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,7.0,6.0,10.0,7.0,8.0,5.0,6.0,9.0,6.0,7.0
277,11,10.0,6.0,10.0,5.0,8.0,8.0,10.0,5.0,3.0,8.0,2.0,7.0,8.0,6.0,6.0,1.0,2.0,4.0,8.0,8.0,8.0,5.0,4.0,8.0,8.0,8.0,5.0
278,11,8.0,1.0,5.0,9.0,9.0,9.0,9.0,5.0,8.0,9.0,5.0,7.0,9.0,9.0,9.0,5.0,1.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,7.0
279,11,7.0,1.0,6.0,5.0,2.0,3.0,5.0,3.0,4.0,9.0,6.0,3.0,8.0,1.0,2.0,1.0,1.0,8.0,9.0,10.0,6.0,7.0,7.0,6.0,8.0,7.0,8.0
280,11,8.0,1.0,5.0,5.0,6.0,5.0,5.0,4.0,2.0,10.0,2.0,7.0,10.0,7.0,8.0,2.0,2.0,5.0,9.0,8.0,5.0,6.0,5.0,8.0,9.0,5.0,7.0
281,11,4.0,4.0,2.0,4.0,7.0,5.0,8.0,1.0,2.0,6.0,2.0,6.0,8.0,7.0,5.0,3.0,9.0,7.0,8.0,8.0,6.0,5.0,7.0,7.0,9.0,4.0,7.0
282,11,10.0,10.0,10.0,5.0,4.0,4.0,4.0,7.0,8.0,9.0,5.0,7.0,7.0,7.0,10.0,5.0,1.0,7.0,9.0,7.0,9.0,10.0,7.0,10.0,9.0,9.0,10.0
283,11,9.0,6.0,6.0,6.0,4.0,4.0,8.0,6.0,6.0,8.0,1.0,5.0,3.0,3.0,7.0,2.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,7.0,9.0
284,11,9.0,2.0,5.0,7.0,7.0,9.0,8.0,1.0,5.0,9.0,5.0,5.0,9.0,8.0,9.0,8.0,5.0,7.0,6.0,8.0,7.0,7.0,7.0,5.0,6.0,7.0,8.0
285,11,5.0,7.0,6.0,10.0,9.0,10.0,9.0,14.0,5.0,9.0,7.0,3.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,8.0,8.0,10.0,10.0,8.0,10.0
286,11,7.0,3.0,4.0,3.0,8.0,7.0,9.0,9.0,4.0,8.0,6.0,8.0,7.0,8.0,6.0,3.0,8.0,3.0,6.0,7.0,6.0,7.0,3.0,5.0,8.0,5.0,6.0
287,11,2.0,1.0,5.0,7.0,2.0,2.0,9.0,6.0,4.0,10.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,7.0,10.0,7.0,5.0,10.0,7.0,8.0,7.0,4.0,10.0
288,11,9.0,5.0,3.0,8.0,5.0,5.0,6.0,4.0,4.0,9.0,2.0,6.0,7.0,5.0,7.0,2.0,2.0,5.0,8.0,8.0,7.0,7.0,5.0,8.0,7.0,6.0,6.0
289,11,10.0,6.0,1.0,7.0,3.0,6.0,10.0,5.0,3.0,10.0,6.0,5.0,7.0,6.0,8.0,2.0,1.0,4.0,9.0,8.0,10.0,8.0,4.0,6.0,8.0,9.0,10.0
290,11,7.0,1.0,8.0,7.0,7.0,4.0,3.0,2.0,1.0,10.0,1.0,3.0,5.0,9.0,10.0,2.0,5.0,5.0,4.0,10.0,5.0,9.0,5.0,7.0,10.0,5.0,7.0
291,11,9.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,6.0,7.0,5.0,8.0,5.0,5.0,6.0,9.0,9.0,7.0,9.0,6.0,9.0,9.0,7.0,8.0
292,11,10.0,5.0,8.0,8.0,7.0,5.0,10.0,7.0,9.0,7.0,4.0,7.0,9.0,5.0,10.0,1.0,1.0,8.0,10.0,10.0,8.0,10.0,10.0,7.0,10.0,6.0,9.0
293,11,6.0,9.0,7.0,10.0,8.0,7.0,6.0,6.0,8.0,9.0,6.0,9.0,9.0,8.0,8.0,6.0,4.0,7.0,10.0,9.0,9.0,9.0,7.0,9.0,9.0,8.0,9.0
294,12,7.0,8.0,4.0,9.0,10.0,10.0,1.0,1.0,7.0,10.0,3.0,10.0,9.0,7.0,8.0,8.0,5.0,9.0,10.0,9.0,7.0,7.0,9.0,10.0,10.0,5.0,7.0
295,12,7.0,8.0,8.0,5.0,7.0,5.0,3.0,1.0,2.0,10.0,7.0,10.0,10.0,8.0,8.0,5.0,8.0,7.0,10.0,8.0,8.0,8.0,7.0,9.0,8.0,7.0,7.0
296,12,4.0,5.0,2.0,8.0,8.0,7.0,6.0,5.0,9.0,9.0,9.0,8.0,7.0,8.0,10.0,9.0,7.0,8.0,9.0,10.0,6.0,9.0,6.0,9.0,10.0,6.0,8.0
297,12,5.0,2.0,8.0,8.0,10.0,10.0,3.0,3.0,5.0,10.0,8.0,10.0,10.0,8.0,8.0,8.0,6.0,8.0,10.0,8.0,9.0,9.0,8.0,10.0,8.0,9.0,9.0
298,12,3.0,1.0,3.0,5.0,10.0,10.0,3.0,1.0,4.0,10.0,5.0,10.0,10.0,10.0,10.0,9.0,7.0,7.0,10.0,10.0,9.0,10.0,7.0,10.0,10.0,9.0,10.0
299,12,7.0,1.0,7.0,8.0,9.0,8.0,9.0,4.0,9.0,9.0,6.0,7.0,9.0,7.0,9.0,5.0,4.0,6.0,9.0,8.0,9.0,9.0,6.0,9.0,8.0,9.0,8.0
300,12,8.0,2.0,8.0,9.0,10.0,10.0,7.0,2.0,5.0,8.0,2.0,10.0,8.0,8.0,10.0,4.0,2.0,8.0,9.0,9.0,9.0,10.0,8.0,10.0,10.0,9.0,10.0
301,12,5.0,3.0,9.0,10.0,7.0,8.0,5.0,1.0,5.0,9.0,5.0,9.0,10.0,9.0,9.0,5.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0
302,12,10.0,10.0,9.0,7.0,5.0,6.0,6.0,6.0,8.0,5.0,7.0,7.0,7.0,9.0,9.0,6.0,6.0,8.0,8.0,8.0,8.0,10.0,8.0,7.0,8.0,9.0,9.0
303,12,7.0,1.0,9.0,9.0,9.0,7.0,7.0,1.0,1.0,10.0,2.0,9.0,9.0,8.0,9.0,5.0,1.0,8.0,10.0,8.0,9.0,6.0,8.0,10.0,9.0,8.0,7.0
304,12,10.0,1.0,8.0,7.0,7.0,8.0,2.0,1.0,4.0,8.0,1.0,8.0,9.0,7.0,7.0,8.0,9.0,6.0,10.0,8.0,10.0,8.0,7.0,10.0,9.0,10.0,9.0
305,12,8.0,2.0,7.0,10.0,7.0,7.0,8.0,2.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,9.0,8.0,7.0,9.0,9.0,8.0,5.0,7.0,9.0,9.0,8.0,7.0
306,12,6.0,6.0,9.0,8.0,5.0,5.0,7.0,4.0,5.0,6.0,9.0,9.0,9.0,5.0,5.0,9.0,5.0,6.0,9.0,8.0,8.0,8.0,6.0,8.0,9.0,8.0,7.0
307,12,10.0,8.0,10.0,9.0,8.0,9.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,8.0,10.0,9.0,3.0,5.0,8.0,8.0,7.0,8.0,5.0,8.0,8.0,7.0,8.0
308,12,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0,7.0,10.0,8.0,8.0,7.0,7.0,10.0,8.0,8.0,7.0
309,12,6.0,4.0,4.0,9.0,8.0,10.0,8.0,5.0,7.0,9.0,6.0,8.0,9.0,8.0,10.0,4.0,4.0,7.0,8.0,9.0,9.0,7.0,7.0,8.0,9.0,9.0,9.0
310,12,2.0,2.0,3.0,7.0,6.0,6.0,3.0,8.0,5.0,9.0,8.0,7.0,9.0,5.0,6.0,5.0,3.0,7.0,6.0,7.0,8.0,4.0,7.0,5.0,9.0,7.0,5.0
311,12,10.0,8.0,9.0,10.0,7.0,6.0,8.0,9.0,1.0,7.0,4.0,6.0,8.0,10.0,10.0,9.0,8.0,9.0,9.0,9.0,10.0,3.0,9.0,5.0,5.0,10.0,2.0
312,12,7.0,7.0,5.0,7.0,9.0,8.0,10.0,5.0,3.0,8.0,5.0,6.0,9.0,7.0,8.0,2.0,1.0,8.0,7.0,9.0,7.0,9.0,9.0,10.0,8.0,5.0,9.0
313,12,9.0,8.0,6.0,8.0,6.0,3.0,6.0,1.0,9.0,6.0,3.0,2.0,7.0,8.0,10.0,5.0,1.0,7.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0
314,12,9.0,2.0,7.0,8.0,6.0,4.0,2.0,2.0,2.0,6.0,7.0,3.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,7.0,7.0,6.0,9.0,5.0,5.0
315,12,8.0,2.0,2.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,1.0,8.0,9.0,7.0,7.0,2.0,2.0,6.0,10.0,8.0,6.0,7.0,5.0,10.0,8.0,6.0,5.0
316,12,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0,6.0,8.0,8.0,7.0,9.0,5.0,8.0,9.0,7.0,9.0
317,12,8.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,1.0,10.0,10.0,8.0,9.0,1.0,1.0,7.0,3.0,8.0,8.0,5.0,7.0,3.0,8.0,8.0,3.0
318,12,8.0,4.0,8.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,5.0,8.0,7.0,6.0,6.0,10.0,10.0,6.0,10.0,2.0,10.0,8.0,3.0,6.0
319,12,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,2.0,10.0,9.0,2.0,3.0,5.0,10.0,9.0,6.0,3.0,4.0,7.0,8.0,8.0,9.0
320,12,4.0,1.0,9.0,9.0,8.0,4.0,6.0,3.0,1.0,10.0,1.0,5.0,7.0,2.0,5.0,2.0,1.0,8.0,8.0,9.0,9.0,7.0,7.0,8.0,8.0,9.0,8.0
321,12,7.0,4.0,4.0,8.0,5.0,5.0,4.0,2.0,7.0,5.0,2.0,6.0,8.0,6.0,7.0,2.0,1.0,6.0,8.0,7.0,7.0,8.0,6.0,8.0,7.0,7.0,8.0
322,13,8.0,7.0,7.0,6.0,6.0,6.0,9.0,3.0,6.0,7.0,2.0,8.0,8.0,8.0,8.0,3.0,1.0,5.0,9.0,7.0,8.0,7.0,4.0,9.0,7.0,7.0,6.0
323,13,5.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,8.0,9.0,9.0,8.0,8.0,8.0,6.0,7.0,9.0,8.0,6.0,3.0,7.0,9.0,6.0,6.0,1.0
324,13,8.0,8.0,6.0,10.0,8.0,8.0,9.0,6.0,9.0,7.0,8.0,10.0,8.0,10.0,10.0,7.0,7.0,9.0,9.0,9.0,9.0,8.0,9.0,10.0,9.0,10.0,9.0
325,13,5.0,7.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,9.0,7.0,9.0,9.0,9.0,9.0,4.0,6.0,7.0,9.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0
326,13,2.0,2.0,3.0,8.0,8.0,8.0,2.0,2.0,6.0,9.0,6.0,10.0,8.0,10.0,10.0,10.0,8.0,8.0,9.0,9.0,6.0,8.0,8.0,8.0,7.0,7.0,6.0
327,13,1.0,1.0,5.0,10.0,8.0,7.0,7.0,1.0,6.0,10.0,1.0,9.0,8.0,9.0,9.0,1.0,5.0,7.0,7.0,8.0,9.0,10.0,8.0,8.0,8.0,8.0,10.0
328,13,8.0,3.0,10.0,10.0,10.0,10.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,10.0,10.0,5.0,10.0,7.0,10.0,10.0,8.0,10.0,9.0,10.0,10.0,8.0,8.0
329,13,3.0,2.0,7.0,7.0,10.0,10.0,3.0,1.0,4.0,10.0,2.0,10.0,7.0,6.0,8.0,2.0,1.0,8.0,9.0,8.0,5.0,8.0,7.0,9.0,8.0,2.0,6.0
330,13,8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0,8.0,10.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
331,13,4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,7.0,9.0,7.0,9.0,4.0,7.0,7.0,7.0,9.0,7.0
332,13,7.0,2.0,8.0,5.0,10.0,10.0,7.0,3.0,7.0,9.0,5.0,8.0,10.0,5.0,9.0,7.0,1.0,5.0,10.0,6.0,6.0,10.0,4.0,6.0,4.0,3.0,8.0
333,13,10.0,5.0,10.0,7.0,3.0,1.0,10.0,5.0,3.0,8.0,2.0,4.0,8.0,2.0,4.0,3.0,6.0,7.0,4.0,9.0,7.0,9.0,8.0,6.0,10.0,7.0,8.0
334,13,9.0,4.0,9.0,9.0,8.0,8.0,5.0,6.0,8.0,5.0,5.0,6.0,6.0,3.0,5.0,8.0,5.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0
335,13,9.0,1.0,9.0,4.0,7.0,7.0,4.0,1.0,4.0,8.0,6.0,5.0,4.0,3.0,8.0,5.0,7.0,8.0,7.0,8.0,9.0,8.0,8.0,7.0,9.0,9.0,9.0
336,13,5.0,4.0,4.0,5.0,8.0,10.0,4.0,1.0,1.0,9.0,4.0,6.0,10.0,10.0,10.0,3.0,4.0,5.0,9.0,7.0,7.0,9.0,4.0,6.0,6.0,5.0,10.0
337,13,9.0,9.0,8.0,8.0,8.0,7.0,5.0,4.0,6.0,7.0,5.0,7.0,8.0,7.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
338,13,4.0,2.0,7.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,4.0,10.0,10.0,7.0,7.0,5.0,10.0,7.0,9.0,9.0,7.0,10.0,7.0,9.0,9.0,7.0,9.0
339,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,14,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,7.0,9.0,7.0,9.0,9.0,7.0,7.0,6.0,6.0,6.0
342,14,3.0,4.0,4.0,10.0,9.0,10.0,1.0,1.0,8.0,7.0,10.0,8.0,10.0,1.0,4.0,10.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
343,14,6.0,3.0,3.0,10.0,10.0,10.0,8.0,2.0,3.0,5.0,4.0,8.0,9.0,9.0,9.0,9.0,7.0,4.0,8.0,10.0,6.0,7.0,6.0,7.0,9.0,6.0,8.0
