airport,year,departures for metric computation,arrivals for metric computation,percent on-time gate departures,percent on-time airport departures,percent on-time gate arrivals,average_gate_departure_delay,average_taxi_out_time,average taxi out delay,average airport departure delay,average airborne delay,average taxi in delay,average block delay,average gate arrival delay
PVD,2007,38544,38598,0.7536,0.711,0.705,16.41,12.15,3.32,19.15,3.75,0.94,3.1,17.67
PVD,2008,34486,34449,0.778,0.7426,0.7553,14.78,12.14,3.05,17.02,3.7,0.8,2.74,14.73
PVD,2009,30672,30647,0.7929,0.7594,0.7815,13.59,11.88,2.88,15.62,3.35,0.79,2.44,12.26
PVD,2010,29377,29257,0.8011,0.7577,0.77,12.17,12.3,3.03,14.29,3.51,0.63,2.58,12.7
PVD,2011,28435,28405,0.7802,0.7535,0.7676,14.61,12,2.44,16.16,3.27,0.7,2.24,13.97
PVD,2012,24534,24491,0.7971,0.7779,0.7784,13.17,11.22,1.89,14.19,2.93,0.66,2.11,12.56
PVD,2013,23919,23904,0.7783,0.7359,0.7522,14.17,12.02,3.14,16.49,2.62,0.69,2.47,14.02
PVD,2014,22281,21619,0.7845,0.7601,0.7381,13.35,11.61,1.98,14.73,2.5,0.66,2.15,15.11
RDU,2004,91681,92066,0.7774,0.7437,0.7482,13.02,12.25,3.27,15.22,2.39,1.17,3.47,14.07
RDU,2005,92688,92884,0.7808,0.7412,0.7541,12.61,12.41,3.49,15.22,2.32,1.23,3.02,13.8
RDU,2006,88135,88308,0.7544,0.7122,0.7248,14.76,13.08,3.76,17.55,2.47,1.16,3.55,15.98
RDU,2007,92590,92877,0.7479,0.7038,0.7127,15.65,13.49,3.85,18.67,2.64,1.39,3.54,17.23
RDU,2008,82686,82877,0.7737,0.7241,0.7281,14.46,13.82,4.08,17.59,2.83,1.34,3.79,16.46
RDU,2009,73183,73439,0.798,0.7486,0.7757,12.79,14.18,4.07,15.83,2.66,1.12,3.29,13.07
RDU,2010,70023,70222,0.7987,0.7516,0.7737,12.47,13.87,3.53,15.03,2.6,0.97,2.63,13.01
RDU,2011,71200,71153,0.7824,0.7408,0.7668,13.83,13.68,3.2,16.04,2.44,0.86,2.69,13.63
RDU,2012,68663,68555,0.8108,0.7708,0.7992,11.89,13.58,3.15,14.05,2.16,0.93,2.11,11.53
RDU,2013,67514,67182,0.7843,0.7276,0.7636,13.8,14.42,4.14,16.86,2.25,1.28,2.74,13.8
RDU,2014,67367,67330,0.7563,0.7179,0.752,15,13.67,2.83,17.11,2.47,0.9,2.8,14.55
RFD,2004,1946,1935,0.6912,0.6598,0.7907,13.2,7.04,1.78,14.5,2.27,0.81,3.6,11.39
RFD,2005,7951,7856,0.7536,0.7214,0.7514,11.31,7.57,2.21,12.7,1.64,0.62,3.16,12.01
RFD,2006,8649,8564,0.6907,0.6568,0.7287,13.58,7.96,2.32,15.1,2.16,0.85,4.08,13.46
RFD,2007,9005,8979,0.684,0.6338,0.7453,13.41,8.53,2.35,15.39,2.31,0.77,4.57,13.18
RFD,2008,8074,8011,0.6886,0.6417,0.7445,14.56,8.52,2.31,16.28,2.19,0.76,4.26,13.16
RFD,2009,6156,6016,0.7854,0.7508,0.7947,10.58,7.81,1.65,12.11,1.79,0.25,3.06,10.21
RFD,2010,5439,5401,0.7404,0.7038,0.7413,12.72,8.63,2.12,14.79,1.77,0.38,2.55,12.28
RFD,2011,5094,5052,0.7899,0.7905,0.7838,10.78,10.67,0.1,10.63,1.46,0.02,1.74,10.49
RFD,2012,4856,4762,0.793,0.7807,0.7934,9.76,10.51,0.48,10.22,1.24,0.03,1.46,10.22
RFD,2013,4570,4445,0.754,0.7425,0.766,12.23,11.15,0.31,12.75,1.41,0.02,1.97,11.25
RFD,2014,4500,4481,0.7836,0.7702,0.8076,11.21,11.34,0.27,11.79,2.18,0,2.64,11.05
RSW,2004,9204,9199,0.8228,0.8101,0.756,10.72,12.93,2.09,11.69,1.64,0.82,3.39,13.63
RSW,2005,39361,39446,0.7828,0.7557,0.7208,12.86,13.46,2.76,14.55,2.1,1.6,4.89,14.91
RSW,2006,38541,38574,0.7949,0.7687,0.7364,12.31,12.88,2.44,13.94,2.49,1.79,4.82,13.96
RSW,2007,40564,40640,0.7825,0.7528,0.7281,13.44,12.63,2.64,15.27,2.62,1.41,4.86,14.86
RSW,2008,38640,38758,0.8106,0.7892,0.7679,12.09,12.21,2.21,13.54,2.05,0.54,4.4,13.18
RSW,2009,35902,35903,0.8298,0.8077,0.7976,10.47,11.98,2.2,11.86,2.3,0.75,3.7,11.06
RSW,2010,36391,36472,0.833,0.81,0.7882,10.55,11.97,2.23,12.01,2.46,0.86,3.58,11.72
RSW,2011,36450,36385,0.8199,0.7929,0.7812,11.34,12.13,2.42,12.89,2.28,0.94,3.67,12.27
RSW,2012,34601,34659,0.8523,0.8297,0.811,8.99,11.97,2.24,10.33,2.13,0.88,3.24,10.36
RSW,2013,35396,35252,0.8139,0.788,0.7735,11.66,12.21,2.34,13.25,2.19,1.03,3.88,12.59
RSW,2014,34687,34572,0.7816,0.7525,0.7558,13.91,12.31,2.45,15.67,2.61,1.02,3.93,14.58
SAN,2004,96361,95914,0.8296,0.795,0.7877,8.8,12.86,3.49,11.21,2.62,0.94,3.04,11.05
SAN,2005,102281,101518,0.8202,0.776,0.7774,9.32,13.3,3.81,12.15,2.63,1.16,3.22,11.49
SAN,2006,102803,102972,0.8189,0.777,0.7733,9.64,13.18,3.5,12.15,2.55,1,3.11,11.49
SAN,2007,106794,107009,0.8176,0.7655,0.7727,10.11,13.79,4.03,13,2.73,1.09,2.96,12.26
SAN,2008,103786,104107,0.8091,0.7654,0.7727,11.02,13.62,3.75,13.61,2.66,0.98,3.19,12.36
SAN,2009,91757,92101,0.83,0.8021,0.8048,9.56,12.95,3.04,11.45,2.61,0.89,2.51,10.11
SAN,2010,87436,87619,0.8166,0.7808,0.804,10.2,12.88,3.11,12.35,2.37,0.86,2.21,10.3
SAN,2011,85528,85655,0.8161,0.7803,0.7936,10.36,12.92,3.17,12.54,2.02,0.83,2.52,11.03
SAN,2012,86058,86414,0.8273,0.7819,0.8065,10.32,13.37,3.63,12.91,1.96,1.06,2.13,10.76
SAN,2013,86848,87415,0.802,0.7573,0.7791,11.26,13.52,3.71,13.83,1.95,0.97,2.39,11.87
SAN,2014,90092,90007,0.7792,0.7378,0.7647,12.82,13.68,3.58,15.2,2.1,0.87,2.46,13.07
SAT,2004,53755,54414,0.7849,0.7684,0.751,11.87,9.97,2.37,13.48,2.88,0.68,3.35,13
SAT,2005,53524,54155,0.7943,0.7735,0.7637,11.22,10.08,2.36,12.83,2.67,0.97,2.79,12.23
SAT,2006,56908,57817,0.7895,0.7691,0.7511,11.92,10.51,2.42,13.42,2.75,0.85,3.03,13.31
SAT,2007,59403,60046,0.7702,0.7403,0.7189,13.35,11.11,2.66,15.21,3.28,0.95,3.63,15.26
SAT,2008,58527,58757,0.7904,0.7636,0.7442,12.26,11.2,2.58,14.01,2.56,0.94,3.14,14.02
SAT,2009,52057,52241,0.8059,0.7851,0.7788,11.05,10.55,1.95,12.29,2.66,0.8,2.55,12.23
SAT,2010,52583,52984,0.7948,0.7721,0.764,11.64,10.57,2.1,12.98,2.36,0.92,2.45,13.12
SAT,2011,52547,52923,0.8078,0.7782,0.7862,11.09,11.22,2.63,12.81,1.71,0.97,2.25,11.94
SAT,2012,53839,53996,0.8082,0.7789,0.784,10.82,11.39,2.74,12.58,1.69,1.1,2.45,11.76
SAT,2013,53652,54020,0.782,0.76,0.7557,12.12,11.14,2.15,13.44,1.68,0.86,2.66,13.21
SAT,2014,53144,53325,0.7601,0.7356,0.7323,13.55,11.07,2.07,14.86,2.17,1.02,2.84,15.2
SDF,2004,71480,71254,0.6908,0.6431,0.7361,14.27,11.73,3.13,16.62,3.14,1.09,4.52,13.33
SDF,2005,74853,74918,0.6405,0.5939,0.7037,16.32,11.85,3.39,18.97,3.17,1.49,4.82,14.63
SDF,2006,72888,72864,0.6283,0.5702,0.6786,17.06,13.09,3.95,20.27,3.52,1.67,5.65,15.97
SDF,2007,76091,75865,0.7061,0.6413,0.7182,14.87,12.91,3.34,17.54,3.4,1.17,4.63,14.6
SDF,2008,69842,69458,0.7034,0.645,0.7157,15.22,12.7,3.03,17.72,3.51,1.29,5.13,14.97
SDF,2009,63330,62958,0.7311,0.6821,0.7467,14.04,12.57,2.59,16.18,2.99,0.93,4.18,12.52
SDF,2010,65983,65408,0.7105,0.6739,0.729,14.7,12.62,2.49,16.54,3.23,0.88,3.98,13.52
SDF,2011,66057,65376,0.7105,0.6952,0.7288,14.57,11.91,1.58,15.48,3.22,0.6,3.98,13.58
SDF,2012,64282,63257,0.7131,0.6973,0.7286,14.1,11.95,1.48,15.04,2.75,0.73,3.45,13.24
SDF,2013,65029,63796,0.7236,0.6863,0.7131,14.24,12.54,2.05,16.02,2.45,0.75,3.53,14.23
SDF,2014,64316,63805,0.715,0.6778,0.727,14.8,12.39,1.71,16.43,2.28,0.71,3.62,14.26
SEA,2004,175769,175080,0.8173,0.7812,0.8107,10.25,13.17,2.98,12.34,3.72,1.14,3.13,10.27
SEA,2005,167561,167023,0.7911,0.7512,0.776,11.83,13.29,3.17,14.04,3.63,1.44,3.19,12.53
SEA,2006,166479,167019,0.7927,0.7469,0.7632,11.67,14.62,3.8,14.28,3.78,1.5,4.15,13.06
SEA,2007,167658,167931,0.7771,0.7152,0.7437,12.38,15.53,4.04,15.54,4.18,1.29,4.66,14.16
SEA,2008,166460,167035,0.8173,0.7716,0.7763,10.36,15.77,3.57,12.93,4.38,1.47,4.33,12.19
SEA,2009,154524,154814,0.867,0.8208,0.833,7.66,15.5,3.39,10.13,3.7,1.85,3.36,9.03
SEA,2010,152846,153105,0.8708,0.8449,0.848,7.46,14.32,2.39,8.96,3.1,1.17,2.64,8.67
SEA,2011,153354,153779,0.8786,0.8503,0.8456,6.94,14.09,2.58,8.65,2.83,0.96,2.9,8.56
SEA,2012,151109,150604,0.8806,0.8507,0.8577,7.13,14.05,2.6,8.86,2.56,1.32,2.73,8.05
SEA,2013,154456,153310,0.8626,0.8212,0.8413,7.88,14.54,3.24,10.09,2.23,1.86,3.42,8.76
SEA,2014,165858,165955,0.848,0.8063,0.8245,8.63,14.79,3.18,10.87,2.75,1.82,3.88,9.86
SFO,2004,162677,166132,0.8245,0.767,0.7627,9.82,15.8,4.41,12.84,2.77,1.15,3.93,13.28
SFO,2005,162913,164784,0.7958,0.7376,0.7438,12.21,15.72,4.15,15.17,2.91,1.32,4.06,15.25
SFO,2006,166306,168661,0.7467,0.6851,0.7019,14.69,16.1,4.39,17.91,3.08,1.38,4.8,17.17
SFO,2007,174691,174929,0.7459,0.6652,0.6959,15.32,17.32,5.25,19.36,3.42,1.6,4.8,18.14
SFO,2008,180476,180799,0.7532,0.691,0.7007,16.12,17.2,4.51,19.52,3.59,1.77,4.72,19.46
SFO,2009,178369,178980,0.7844,0.7347,0.7412,13.52,16.51,3.87,16.32,3.66,1.53,3.92,16.75
SFO,2010,181495,181856,0.7549,0.7063,0.7176,16.22,16,3.73,18.88,3.65,1.73,3.89,19.17
SFO,2011,189552,190242,0.7655,0.6995,0.7165,14.81,16.43,4.4,18.24,3.66,2.15,3.84,18.37
SFO,2012,199751,200238,0.7294,0.6413,0.6978,17.53,17.48,5.32,21.86,3.24,3.07,3.69,21.01
SFO,2013,198131,198877,0.7623,0.7034,0.727,15.05,16.43,4.13,18.08,2.99,2.23,3.27,18.44
SFO,2014,206374,205946,0.736,0.6458,0.6993,16.16,17.84,5.59,20.69,3.2,2.17,3.71,19.65
SJC,2004,75631,76805,0.8063,0.7764,0.783,9.75,12.05,3.07,11.97,2.64,0.82,2.58,11.3
SJC,2005,72696,73263,0.8011,0.7849,0.7688,9.97,11.08,2.19,11.43,2.68,1.08,2.67,11.87
SJC,2006,73196,73856,0.7908,0.7599,0.7588,10.55,11.92,3.06,12.65,2.47,0.99,2.94,12.25
SJC,2007,73741,74273,0.7988,0.7761,0.7649,10.42,11.5,2.31,11.75,2.25,0.81,2.63,12.24
SJC,2008,67435,67891,0.816,0.7987,0.7831,9.98,11.11,2.15,11.27,1.97,0.92,2.52,11.44
SJC,2009,57650,57930,0.8437,0.8324,0.8189,8.21,10.55,1.74,9.1,1.61,0.92,1.9,9.18
SJC,2010,52042,52357,0.7955,0.7859,0.7883,10.32,10.18,1.59,11.07,1.65,0.73,2.13,10.69
SJC,2011,51848,52070,0.8084,0.7917,0.7975,9.9,10.2,1.83,10.99,1.36,0.68,2.05,10.37
SJC,2012,50458,50521,0.8317,0.8131,0.8277,8.66,10.48,2.1,9.92,1.39,0.78,1.8,8.87
SJC,2013,52414,52518,0.7862,0.763,0.7797,10.85,11.01,2.28,12.29,1.33,0.71,2.02,11.31
SJC,2014,55558,55523,0.7589,0.737,0.7487,12.67,11.06,2.14,13.93,1.8,0.7,2.46,13.09
SJU,2004,60371,56735,0.8019,0.7794,0.7984,11.19,13.84,2.27,12.43,1.88,0.79,3.39,12.28
SJU,2005,57736,54870,0.7789,0.7464,0.7604,12.74,14.14,3.03,14.43,1.63,1.36,4.04,14.65
SJU,2006,55707,52948,0.8054,0.7446,0.7611,11.61,15.75,4.28,14.34,1.73,1.29,4.19,14.17
SJU,2007,47987,47246,0.8014,0.7522,0.7414,12.53,15.22,3.16,14.97,1.55,1.71,4.09,16.31
SJU,2008,44493,43448,0.8004,0.781,0.7533,12.54,14.22,1.85,13.59,1.64,1.25,3.75,15.18
SJU,2009,48418,46678,0.8168,0.8015,0.7999,11.44,13.29,1.43,12.28,1.22,0.95,2.88,11.77
SJU,2010,47314,45781,0.7967,0.7815,0.7719,12.21,13.04,1.39,13,1.65,1.32,3.53,13.4
SJU,2011,42803,42401,0.8179,0.7934,0.7899,10.86,13.23,1.96,12.07,1.45,1.57,3.67,12.28
SJU,2012,44716,43985,0.8417,0.8228,0.8181,9.55,13.15,1.82,10.55,1.41,1.33,2.89,10.64
SJU,2013,42902,42175,0.8058,0.7808,0.784,12.31,13.56,2.2,13.52,1.78,1.41,2.86,12.96
SJU,2014,43671,42965,0.8056,0.7784,0.7815,11.71,12.89,1.88,13.13,1.81,1,2.93,12.79
SLC,2004,161528,160765,0.833,0.7503,0.8062,8.75,15.88,5.03,12.78,3.08,1.53,3.73,10.23
SLC,2005,186361,184974,0.8237,0.743,0.8195,8.99,16.25,4.8,12.77,2.94,1.84,3.07,9.47
SLC,2006,205054,169156,0.8292,0.7278,0.8055,9.04,17.4,5.76,13.57,3.82,1.73,3.42,10.49
SLC,2007,171576,169476,0.813,0.6974,0.7813,10.06,18.72,6.6,15.34,4.62,1.86,3.77,11.98
SLC,2008,159347,157543,0.8369,0.7518,0.8192,9.19,18.25,5.64,13.43,3.8,1.79,3.33,10.38
SLC,2009,151233,149920,0.8558,0.7571,0.8398,7.86,18.8,5.93,12.45,4.08,2.04,3.22,8.86
SLC,2010,147975,146918,0.8293,0.7402,0.8195,9.44,18.29,5.28,13.54,4.06,1.9,3.11,9.84
SLC,2011,139366,139144,0.8529,0.7914,0.8488,8.18,17.41,4.54,11.25,2.71,1.32,2.4,8.38
SLC,2012,129026,129031,0.8691,0.8153,0.8661,7.26,17.21,4.42,10.16,1.87,1.3,2.19,7.52
SLC,2013,128090,127946,0.8408,0.7698,0.8367,9.44,18.13,5.31,13.15,2.02,1.75,2.79,9.75
SLC,2014,129307,128941,0.8286,0.7866,0.8369,9.86,16.59,3.72,12.17,1.84,1.31,2.47,9.77
SMF,2007,65686,65960,0.8025,0.769,0.7724,11.01,10.86,2.64,12.95,2.54,1.12,2.59,12.17
SMF,2008,61470,61500,0.8067,0.7884,0.7706,11.12,10.46,1.93,12.29,2.13,0.73,2.49,12.13
SMF,2009,52731,52905,0.8401,0.8281,0.8066,9.02,9.85,1.57,9.75,1.88,0.65,1.75,9.87
SMF,2010,51516,51632,0.8209,0.8073,0.7886,9.97,9.64,1.48,10.86,1.93,0.66,1.98,11.1
SMF,2011,50574,50719,0.8265,0.7981,0.8055,9.82,10.32,2.19,11.36,1.86,0.83,2.01,10.41
SMF,2012,49016,49085,0.8505,0.8285,0.8311,8.97,10.43,2.2,10.4,1.71,1.01,1.69,9.28
SMF,2013,46868,47183,0.8242,0.7999,0.8035,9.88,10.58,2.13,11.29,1.87,0.74,1.64,10.47
SMF,2014,47618,47523,0.7861,0.7661,0.7659,11.91,10.75,2.04,13.09,2,0.85,2.1,12.57
SNA,2004,14135,14276,0.7857,0.721,0.7716,11.09,13.48,4.44,14.34,3.17,1.81,3.44,11.12
SNA,2005,55590,55995,0.8046,0.7443,0.7799,10.03,12.91,4.07,12.98,2.96,1.67,3.06,10.92
SNA,2006,56634,57499,0.7952,0.7312,0.7668,10.5,12.91,4.15,13.51,2.76,1.65,3.41,11.48
SNA,2007,57795,58356,0.7823,0.7039,0.7575,11.29,13.49,4.66,14.73,3.12,2.05,3.39,12.17
SNA,2008,51644,52088,0.8028,0.7394,0.7788,10.79,13.31,4.31,13.7,2.49,1.75,3.14,11.18
SNA,2009,50127,50368,0.8286,0.7676,0.8148,9.33,12.85,4.04,12.08,2.38,1.77,2.71,9.2
SNA,2010,46002,46334,0.8067,0.757,0.8091,10.42,11.97,3.38,12.6,2.3,1.44,2.24,9.42
SNA,2011,45157,45435,0.8199,0.7672,0.8182,9.76,11.72,3.36,11.92,1.96,1.29,2.23,9.07
SNA,2012,45397,45653,0.8133,0.7646,0.8234,10.47,11.59,3.28,12.69,1.74,1.04,1.91,8.95
SNA,2013,46656,46935,0.7907,0.7531,0.7986,11.06,11.28,3.09,13.08,1.61,1.04,2.1,9.89
SNA,2014,47176,47252,0.7578,0.715,0.7688,12.75,11.39,3.1,14.85,1.77,0.82,2.36,11.67
STL,2004,130440,130684,0.8232,0.8126,0.8263,10,11.42,1.67,10.94,3.93,0.53,2.06,9.76
STL,2005,134794,134879,0.8164,0.7915,0.8193,10.41,11.69,2.68,12.15,3.6,1.31,2.09,10.72
STL,2006,127485,127934,0.794,0.7746,0.8061,11.71,11.49,2.06,13.03,3.03,0.79,2.25,11.43
STL,2007,118824,119185,0.761,0.7371,0.7604,14.26,11.45,2.15,15.77,3.66,1.18,2.69,14.37
STL,2008,116267,116638,0.7737,0.7515,0.7758,13.73,11.4,2.19,15.22,3.95,1.15,2.92,13.86
STL,2009,98714,98773,0.8163,0.7976,0.8168,10.74,11,1.76,11.93,3.29,0.78,2.25,10.54
STL,2010,85835,85963,0.7849,0.7635,0.7952,12.16,10.84,1.89,13.33,2.78,1.28,2.5,11.6
STL,2011,88445,88387,0.7855,0.7623,0.7897,12.52,10.74,1.95,13.86,2.41,1.38,2.79,12.15
STL,2012,89904,89576,0.8094,0.7851,0.816,11.03,10.61,1.89,12.41,2.03,1.27,2.3,10.68
STL,2013,87766,88139,0.7694,0.7416,0.7805,13.24,10.61,2.04,14.81,1.59,0.89,2.36,12.62
STL,2014,86632,86474,0.743,0.715,0.7506,15.01,10.74,2.1,16.62,1.78,0.99,2.75,14.64
SWF,2004,2734,2662,0.7008,0.6544,0.6525,16.63,12.91,3.42,18.9,3.63,0.45,4.34,18.67
SWF,2005,8820,8666,0.6991,0.6776,0.6547,17.3,12.1,2.38,18.61,3.3,0.74,4.75,17.92
SWF,2006,6582,6359,0.6694,0.6542,0.6141,18.78,11.91,1.92,19.73,3.38,0.67,5.72,21.09
SWF,2007,9634,9418,0.7162,0.6583,0.6277,17.4,13.76,3.84,20.49,2.49,1.61,6.14,20.78
SWF,2008,8096,7907,0.7456,0.7155,0.692,16.07,13.37,2.42,17.78,2.71,0.68,4.27,17.68
SWF,2009,5068,4975,0.7129,0.6687,0.6476,16.71,14.65,3.02,19.2,2.84,0.75,4.93,19.37
SWF,2010,4840,4819,0.7519,0.7192,0.6559,14.95,14.09,2.46,16.71,2.89,0.51,4.91,19.69
SWF,2011,5546,5444,0.7034,0.6918,0.6275,17.8,13.17,1.3,18.35,2.91,0.84,4.34,20.71
SWF,2012,5546,5474,0.7495,0.7467,0.6955,14.4,12.31,0.83,14.59,2.72,0.34,3.78,16.55
SWF,2013,4935,4873,0.74,0.6987,0.6483,14.62,14.03,2.7,16.73,2.49,0.82,5.5,18.87
SWF,2014,4863,4871,0.7027,0.6955,0.6843,16.78,12.42,0.65,17.24,2.83,0.23,4.73,17.14
TEB,2004,28711,28964,0.2889,0.3104,0.38,38.41,9.11,0,36.89,6.28,0,6.09,31.14
TEB,2005,29219,29332,0.2945,0.2885,0.3495,37.84,9.44,0.54,38.3,6.23,0.26,7.44,34.28
TEB,2006,29286,29520,0.3088,0.3151,0.3598,37.94,10.33,0.05,37.47,5.67,0,6.05,32.7
TEB,2007,30326,30630,0.2956,0.2951,0.3583,39.86,11.05,0.08,39.9,5.9,0.01,6.58,33.33
TEB,2008,26049,25870,0.2786,0.2774,0.3611,38.56,11.2,0.14,38.69,5.69,0,6.21,33.41
TEB,2009,20989,20866,0.2467,0.2457,0.3979,40.8,11.15,0.1,40.87,5.22,0,5.12,31.05
TEB,2010,22793,22898,0.2786,0.2767,0.3791,38.17,11.2,0.14,38.31,5.26,0,5.15,31.97
TEB,2011,24396,24798,0.3185,0.317,0.3982,35.25,11.16,0.11,35.4,5.39,0,5.05,30.94
TEB,2012,24396,24778,0.3328,0.3286,0.4084,34.13,11.18,0.13,34.41,4.78,0,4.53,30.07
TEB,2013,28656,28748,0.326,0.315,0.399,34.93,11.48,0.4,35.84,4.44,0,5.24,30.95
TEB,2014,29836,29781,0.327,0.3121,0.4065,35.26,11.73,0.43,36.4,5.15,0,6.19,31.38
TPA,2004,100556,100312,0.8245,0.8023,0.7921,9.85,11.88,2.39,11.53,2.24,0.7,3.1,11.3
TPA,2005,111899,111953,0.7996,0.7656,0.7696,11.39,12.17,3.12,13.76,2.58,1.03,3.52,12.84
TPA,2006,106426,106040,0.8129,0.7871,0.7869,10.78,12.13,2.87,12.7,2.48,0.93,3,11.87
TPA,2007,107523,107579,0.7903,0.762,0.7542,12.55,12.03,2.78,14.49,2.19,0.89,3.51,14.26
TPA,2008,100289,100528,0.7983,0.7684,0.7672,12.39,12.19,2.85,14.37,1.3,0.89,3.7,13.76
TPA,2009,83888,84140,0.8154,0.7875,0.7965,10.86,12.05,2.59,12.64,1.08,0.74,3,11.51
TPA,2010,82346,82582,0.8121,0.7775,0.7988,11.02,12.45,3.03,13.21,1.86,0.94,2.68,11.65
TPA,2011,81837,81897,0.8296,0.8054,0.8044,10.6,11.93,2.42,12.19,1.66,0.75,2.53,11.51
TPA,2012,80605,80523,0.8322,0.8096,0.808,10.51,11.69,2.19,11.88,1.53,0.85,2.57,11.3
TPA,2013,80603,79946,0.7997,0.775,0.7774,11.9,11.86,2.36,13.39,1.63,0.87,3,12.66
TPA,2014,79489,79173,0.7726,0.7454,0.7536,14.33,12,2.39,15.97,2.24,0.88,3.53,14.87
TUS,2004,7498,7501,0.7757,0.7586,0.7124,14.09,9.98,2.31,15.58,2.37,0.89,3.48,15.24
TUS,2005,29803,29761,0.7868,0.7666,0.7493,11.53,9.87,2.15,12.89,2.42,0.79,2.38,12.86
TUS,2006,29332,30490,0.8098,0.7793,0.7422,10.49,10.58,2.56,12.32,2.11,1.42,3.3,13.69
TUS,2007,32136,32102,0.8152,0.7827,0.7412,10.62,11.1,2.82,12.41,2.26,1.08,3.3,13.94
TUS,2008,30267,30337,0.8354,0.8086,0.7703,9.51,10.94,2.42,11.01,1.63,0.85,2.93,12.59
TUS,2009,24475,24528,0.8507,0.8278,0.7965,8.41,10.7,2.17,9.71,1.82,0.79,2.67,10.73
TUS,2010,24995,25088,0.8502,0.8293,0.7926,8.27,10.48,2.01,9.38,1.64,0.76,2.33,11.04
TUS,2011,25149,25165,0.8458,0.8216,0.7795,8.76,11.06,2.58,10.17,1.47,0.8,2.57,11.77
TUS,2012,23583,23679,0.8599,0.8336,0.7965,8.1,11.19,2.59,9.48,1.56,0.74,2.29,10.64
TUS,2013,22502,22090,0.8145,0.7914,0.7628,10.55,11.43,2.43,11.96,1.67,0.7,2.48,12.76
TUS,2014,22589,22340,0.7914,0.7715,0.7351,12.33,11.32,2.03,13.47,1.84,0.92,2.57,14.76
VNY,2004,1331,1301,0.29,0.3178,0.392,35.15,9.2,0,33.65,3.71,0,3.33,32.86
VNY,2005,5235,5169,0.293,0.2835,0.3562,33.75,9.55,0.53,34.27,3.73,0.27,4.64,34.5
VNY,2006,6142,6112,0.3097,0.3167,0.3724,32.83,10.33,0.05,32.34,3.32,0,3.81,32.3
VNY,2007,6179,6349,0.2936,0.2921,0.3853,34.96,11.06,0.09,35.01,3.22,0.01,3.91,32.42
VNY,2008,4282,4469,0.2756,0.2723,0.3571,34.45,11.24,0.16,34.63,4.86,0,5.21,34.18
VNY,2009,2986,3005,0.2971,0.2954,0.3241,33.86,11.15,0.1,33.95,5.14,0,5.02,34.88
VNY,2010,3420,3500,0.3023,0.3018,0.3394,33.63,11.22,0.15,33.8,4.76,0,4.77,34.37
VNY,2011,4134,4134,0.3474,0.3454,0.3752,30.96,11.17,0.12,31.12,4.69,0,4.59,30.91
VNY,2012,4753,4787,0.3909,0.3859,0.4299,28.5,11.2,0.14,28.81,3.57,0,3.84,28.42
VNY,2013,6096,6165,0.3924,0.3778,0.4513,28.61,11.48,0.4,29.53,2.15,0,2.91,27.79
VNY,2014,7412,7573,0.4014,0.3841,0.4507,28.87,11.7,0.4,29.96,2.92,0,3.89,28.97
